Episode,Reward,Length
1,3.3047620207071304,21
2,1.32857146859169,8
3,1.4714286178350449,9
4,1.2095238417387009,7
5,1.1047619432210922,7
6,0.5095238238573074,3
7,0.9000000208616257,5
8,1.159523829817772,6
9,2.9214286506175995,17
10,0.36666667461395264,2
11,1.2714286148548126,8
12,1.2333333641290665,7
13,1.1047619432210922,7
14,1.926190510392189,8
15,0.9619047939777374,6
16,1.1285714656114578,7
17,0.6761904954910278,4
18,1.4500000178813934,6
19,0.533333346247673,3
20,1.3261905014514923,7
21,0.5095238238573074,3
22,1.878571480512619,10
23,1.4928571730852127,8
24,2.2333333641290665,8
25,0.8190476447343826,5
26,0.6761904954910278,4
27,0.9595238268375397,5
28,2.0785714834928513,12
29,0.36666667461395264,2
30,0.5095238238573074,3
31,0.5095238238573074,3
32,1.3190476596355438,8
33,0.36666667461395264,2
34,1.247619092464447,8
35,0.795238122344017,5
36,0.6523809731006622,4
37,1.6500000208616257,7
38,1.8428572118282318,12
39,1.6047619581222534,10
40,2.485714375972748,16
41,1.735714316368103,8
42,1.700000062584877,11
43,1.316666692495346,6
44,1.7547619491815567,10
45,0.36666667461395264,2
46,0.36666667461395264,2
47,14.728571519255638,22
48,0.5095238238573074,3
49,1.7928571701049805,8
50,1.6857143342494965,10
51,1.3785714656114578,8
52,2.0666667371988297,13
53,11.450000017881393,6
54,0.5095238238573074,3
55,0.5095238238573074,3
56,2.673809587955475,14
57,2.0428571850061417,9
58,0.7595238238573074,4
59,0.8428571671247482,5
60,1.5690476596355438,8
61,2.8071429431438446,16
62,1.0095238387584686,6
63,1.3547619432210922,8
64,0.9023809731006622,5
65,0.36666667461395264,2
66,0.8190476447343826,5
67,2.4500000178813934,10
68,1.1047619432210922,7
69,2.00238099694252,11
70,0.36666667461395264,2
71,0.5095238238573074,3
72,1.2238095700740814,8
73,0.36666667461395264,2
74,2.123809590935707,13
75,0.36666667461395264,2
76,0.7595238238573074,4
77,1.9619048088788986,10
78,0.7333333492279053,4
79,0.5095238238573074,3
80,0.533333346247673,3
81,0.36666667461395264,2
82,0.5095238238573074,3
83,0.36666667461395264,2
84,1.235714316368103,7
85,1.2714286148548126,8
86,0.795238122344017,5
87,1.4119047969579697,8
88,0.8190476447343826,5
89,1.5809524357318878,10
90,1.1857143193483353,7
91,0.36666667461395264,2
92,0.36666667461395264,2
93,1.3666667193174362,9
94,1.6761905401945114,11
95,1.700000062584877,11
96,0.9023809731006622,5
97,0.36666667461395264,2
98,2.0547619611024857,12
99,0.6523809731006622,4
100,0.6761904954910278,4
101,12.485714331269264,11
102,0.5095238238573074,3
103,2.052380993962288,11
104,3.7023810148239136,19
105,1.2166666835546494,6
106,1.0095238387584686,6
107,0.36666667461395264,2
108,0.5095238238573074,3
109,1.4619048088788986,9
110,4.4214286506175995,18
111,2.1095238476991653,10
112,1.247619092464447,8
113,0.6761904954910278,4
114,1.6047619581222534,10
115,1.8761905133724213,9
116,1.9000000208616257,7
117,1.4142857640981674,9
118,0.8190476447343826,5
119,2.8785715252161026,17
120,0.9333333522081375,5
121,0.36666667461395264,2
122,2.2880952954292297,13
123,1.7500000298023224,9
124,0.6523809731006622,4
125,12.045238137245178,10
126,1.8428572118282318,12
127,0.6523809731006622,4
128,0.36666667461395264,2
129,1.5452381372451782,8
130,0.36666667461395264,2
131,2.5714286267757416,14
132,0.9261904954910278,5
133,0.6523809731006622,4
134,1.8761905133724213,9
135,3.1380953192710876,14
136,0.9000000208616257,5
137,0.8190476447343826,5
138,2.25238099694252,11
139,2.938095346093178,19
140,2.330952450633049,14
141,2.7595238983631134,16
142,1.700000062584877,11
143,3.6214286535978317,20
144,1.0190476477146149,6
145,1.5809524357318878,10
146,0.8166666775941849,4
147,2.0071429163217545,12
148,3.050000086426735,18
149,1.4000000208616257,6
150,2.450000077486038,14
151,4.114285856485367,26
152,1.1285714656114578,7
153,0.985714316368103,6
154,0.6166666746139526,3
155,6.304762095212936,38
156,1.4142857640981674,9
157,3.264285773038864,17
158,1.0666666775941849,5
159,0.36666667461395264,2
160,0.8190476447343826,5
161,2.1500000208616257,9
162,0.9619047939777374,6
163,14.09285719692707,13
164,0.5095238238573074,3
165,1.600000023841858,7
166,0.6761904954910278,4
167,0.9619047939777374,6
168,3.8500000536441803,13
169,0.6761904954910278,4
170,0.5095238238573074,3
171,0.533333346247673,3
172,2.4904762655496597,15
173,1.2238095700740814,8
174,1.2000000178813934,5
175,0.36666667461395264,2
176,2.223809599876404,14
177,1.1047619432210922,7
178,3.757142946124077,19
179,0.7595238238573074,4
180,0.5095238238573074,3
181,1.235714316368103,6
182,1.0428571701049805,6
183,0.36666667461395264,2
184,0.36666667461395264,2
185,0.795238122344017,5
186,0.5095238238573074,3
187,0.5095238238573074,3
188,0.9619047939777374,6
189,1.82857146859169,9
190,1.1523809880018234,7
191,3.1833334267139435,18
192,0.36666667461395264,2
193,1.5333333909511566,10
194,1.5690476596355438,8
195,1.5571429133415222,10
196,1.8357143253087997,10
197,1.3666666895151138,6
198,1.2595238387584686,6
199,1.0666666775941849,5
200,3.9095238745212555,14
201,2.0595238506793976,11
202,1.2000000178813934,5
203,0.36666667461395264,2
204,0.36666667461395264,2
205,0.36666667461395264,2
206,0.7333333492279053,4
207,1.4714286178350449,9
208,0.8428571671247482,5
209,1.0928571671247482,5
210,1.247619092464447,8
211,13.478571489453316,16
212,2.409523844718933,10
213,1.2666666805744171,6
214,1.1523809880018234,7
215,1.7476191073656082,11
216,2.235714331269264,11
217,4.3619048446416855,17
218,0.533333346247673,3
219,0.5095238238573074,3
220,1.5333333611488342,6
221,0.533333346247673,3
222,2.152381032705307,14
223,1.159523829817772,6
224,2.5619048178195953,14
225,0.6761904954910278,4
226,1.2595238387584686,6
227,1.1833333522081375,6
228,1.7238095849752426,11
229,0.9500000178813934,4
230,0.6761904954910278,4
231,0.9500000178813934,4
232,1.7166666984558105,8
233,1.6619048118591309,10
234,0.8190476447343826,5
235,0.36666667461395264,2
236,0.8428571671247482,5
237,0.7333333492279053,4
238,2.080952435731888,11
239,1.438095286488533,9
240,0.9595238268375397,5
241,1.2714286148548126,8
242,0.36666667461395264,2
243,1.8666667342185974,12
244,0.36666667461395264,2
245,1.0666666775941849,5
246,1.7500000298023224,9
247,0.7000000178813934,4
248,16.39523819088936,25
249,0.36666667461395264,2
250,1.9952381551265717,12
251,17.259523898363113,27
252,0.533333346247673,3
253,0.36666667461395264,2
254,0.6761904954910278,4
255,5.06666673719883,19
256,2.7357143461704254,13
257,1.6380952894687653,10
258,0.8166666775941849,4
259,0.7333333492279053,4
260,0.533333346247673,3
261,0.5095238238573074,3
262,0.6761904954910278,4
263,11.79285717010498,8
264,1.247619092464447,8
265,0.8761904984712601,5
266,1.1523809880018234,7
267,2.361904814839363,12
268,0.5095238238573074,3
269,2.5095238983631134,16
270,2.7047619819641113,16
271,1.1523809880018234,7
272,1.6952381432056427,10
273,2.5095238983631134,16
274,2.5166666954755783,11
275,11.450000017881393,6
276,2.7428572326898575,17
277,2.221428632736206,13
278,0.533333346247673,3
279,0.36666667461395264,2
280,0.5095238238573074,3
281,0.6761904954910278,4
282,0.5095238238573074,3
283,0.533333346247673,3
284,12.183333367109299,9
285,0.36666667461395264,2
286,0.6523809731006622,4
287,1.7476191073656082,11
288,2.2119048088788986,11
289,1.7357143312692642,10
290,1.509523868560791,10
291,3.911904901266098,25
292,1.8976190984249115,11
293,0.795238122344017,5
294,0.985714316368103,6
295,0.36666667461395264,2
296,2.0452381372451782,9
297,0.9333333522081375,5
298,1.1023809760808945,6
299,0.5095238238573074,3
300,1.12619049847126,6
301,8.109523966908455,33
302,0.6523809731006622,4
303,1.628571480512619,10
304,0.6761904954910278,4
305,0.5095238238573074,3
306,2.535714328289032,12
307,1.7119048088788986,9
308,2.88571435213089,12
309,0.6761904954910278,4
310,2.0571429282426834,13
311,0.36666667461395264,2
312,3.692857250571251,22
313,1.4619048088788986,9
314,4.076190531253815,19
315,1.4500000178813934,6
316,2.3190477043390274,15
317,3.0261905640363693,18
318,0.5095238238573074,3
319,2.616666704416275,12
320,1.552380993962288,9
321,2.1476191133260727,13
322,0.36666667461395264,2
323,1.9690476655960083,11
324,1.1047619432210922,7
325,0.36666667461395264,2
326,1.0809524208307266,7
327,2.3166667371988297,14
328,1.2595238387584686,6
329,5.328571557998657,25
330,0.985714316368103,6
331,1.850000023841858,7
332,0.7333333492279053,4
333,1.2714286148548126,8
334,1.247619092464447,8
335,5.595238193869591,28
336,1.7928571701049805,8
