Episode,Reward,Length
1,2.457142934203148,15
2,1.9000000357627869,9
3,0.9595238268375397,5
4,0.533333346247673,3
5,2.064285770058632,12
6,1.671428620815277,10
7,1.2000000178813934,5
8,0.6761904954910278,4
9,1.2595238387584686,6
10,1.6500000208616257,7
11,0.6761904954910278,4
12,1.6047619581222534,10
13,2.102381020784378,13
14,0.36666667461395264,2
15,0.6166666746139526,3
16,0.36666667461395264,2
17,0.5095238238573074,3
18,1.409523829817772,7
19,0.795238122344017,5
20,2.116666704416275,8
21,1.7833333611488342,7
22,1.1047619432210922,7
23,1.4452381283044815,8
24,1.4666666835546494,7
25,1.1285714656114578,7
26,0.8166666775941849,4
27,0.795238122344017,5
28,0.6166666746139526,3
29,1.552380993962288,9
30,1.7238095849752426,11
31,3.502381056547165,20
32,0.7595238238573074,4
33,1.2000000178813934,5
34,0.6761904954910278,4
35,1.1285714656114578,7
36,0.36666667461395264,2
37,0.9619047939777374,6
38,8.169047877192497,50
39,1.045238122344017,6
40,3.742857187986374,17
41,0.8428571671247482,5
42,0.6761904954910278,4
43,0.5095238238573074,3
44,0.5095238238573074,3
45,1.2714286148548126,8
46,1.7809524238109589,10
47,1.6619048118591309,10
48,5.166666731238365,18
49,2.1380953043699265,13
50,1.2952381372451782,8
51,0.9380952715873718,6
52,1.5571429133415222,10
53,2.1976191103458405,12
54,1.4714286178350449,9
55,2.392857179045677,11
56,1.2095238417387009,7
57,2.5404762625694275,14
58,1.1023809760808945,6
59,0.36666667461395264,2
60,1.247619092464447,8
61,1.350000023841858,7
62,1.1047619432210922,7
63,4.38571435213089,20
64,0.36666667461395264,2
65,4.15714293718338,20
66,0.8190476447343826,5
67,1.12619049847126,6
68,0.36666667461395264,2
69,1.2095238417387009,7
70,0.6761904954910278,4
71,1.159523829817772,6
72,0.533333346247673,3
73,1.5928571671247482,7
74,0.6166666746139526,3
75,0.7595238238573074,4
76,1.3523809909820557,8
77,1.1500000208616257,5
78,2.369047671556473,13
79,1.1619047969579697,7
80,0.6761904954910278,4
81,3.847619131207466,20
82,0.6523809731006622,4
83,3.8690477311611176,22
84,0.533333346247673,3
85,3.295238181948662,17
86,2.647619128227234,16
87,1.9761905074119568,10
88,2.461904853582382,16
89,0.8166666775941849,4
90,2.5095238983631134,16
91,0.8190476447343826,5
92,0.5095238238573074,3
93,2.133333370089531,10
94,1.1523809880018234,7
95,0.5095238238573074,3
96,0.795238122344017,5
97,0.6761904954910278,4
98,2.7714286744594574,18
99,0.533333346247673,3
100,1.1023809760808945,6
101,1.6761905401945114,11
102,1.7714286297559738,11
103,0.36666667461395264,2
104,3.759523883461952,19
105,2.0214286148548126,9
106,0.533333346247673,3
107,0.36666667461395264,2
108,0.5095238238573074,3
109,0.9500000178813934,4
110,2.569047674536705,12
111,0.36666667461395264,2
112,2.176190510392189,8
113,1.0190476477146149,6
114,0.7595238238573074,4
115,2.416666701436043,12
116,1.9357143342494965,11
117,0.6761904954910278,4
118,0.783333346247673,4
119,1.2238095700740814,8
120,0.6523809731006622,4
121,1.4023809880018234,7
122,0.36666667461395264,2
123,3.1571429520845413,19
124,2.0285714864730835,12
125,0.36666667461395264,2
126,1.0690476447343826,6
127,1.485714316368103,7
128,0.5095238238573074,3
129,1.0809524208307266,7
130,0.9261904954910278,5
131,1.4619048088788986,9
132,1.5428571701049805,7
133,2.4476191103458405,12
134,0.9500000178813934,4
135,2.2000000178813934,9
136,1.1880952715873718,7
137,0.36666667461395264,2
138,2.090476244688034,12
139,0.36666667461395264,2
140,0.9619047939777374,6
141,2.5309524536132812,15
142,1.5500000268220901,8
143,0.6166666746139526,3
144,0.8428571671247482,5
145,0.6166666746139526,3
146,0.9500000178813934,5
147,2.2523810118436813,13
148,0.6523809731006622,4
149,2.1976191103458405,13
150,0.6523809731006622,4
151,0.985714316368103,6
152,0.36666667461395264,2
153,0.6523809731006622,4
154,3.8095239251852036,23
155,0.9500000178813934,4
156,1.57857146859169,8
157,0.533333346247673,3
158,0.6523809731006622,4
159,0.6523809731006622,4
160,1.100000023841858,6
161,0.533333346247673,3
162,0.36666667461395264,2
163,0.985714316368103,6
164,1.2928571701049805,7
165,1.4142857640981674,9
166,1.3428571820259094,8
167,0.9619047939777374,6
168,0.36666667461395264,2
169,1.6023809909820557,8
170,0.5095238238573074,3
171,1.388095274567604,8
172,0.36666667461395264,2
173,0.5095238238573074,3
174,0.36666667461395264,2
175,1.2000000178813934,5
176,0.5095238238573074,3
177,2.0571429282426834,13
178,1.4928571730852127,8
179,0.6761904954910278,4
180,0.6166666746139526,3
181,1.8119048029184341,10
182,1.1285714656114578,7
183,0.795238122344017,5
184,2.7928571701049805,12
185,5.242857217788696,24
186,2.504761978983879,15
187,0.985714316368103,6
188,0.8166666775941849,4
189,3.4833333790302277,16
190,3.521428644657135,15
191,1.4142857640981674,9
192,2.2166667133569717,11
193,0.9833333492279053,5
194,0.6523809731006622,4
195,0.6761904954910278,4
196,0.5095238238573074,3
197,1.2000000178813934,5
198,0.533333346247673,3
199,0.9380952715873718,6
200,1.6500000357627869,8
201,0.9595238268375397,5
202,3.9047619998455048,22
203,0.8190476447343826,5
204,0.36666667461395264,2
205,1.350000023841858,7
206,0.36666667461395264,2
207,1.7238095849752426,11
208,0.6761904954910278,4
209,0.36666667461395264,2
210,2.1047619581222534,11
211,0.533333346247673,3
212,0.8166666775941849,4
213,1.1285714656114578,7
214,2.223809599876404,14
215,3.4238096177577972,20
216,7.950000107288361,28
217,2.400000035762787,9
218,0.36666667461395264,2
219,0.6166666746139526,3
220,1.9857143610715866,13
221,3.347619131207466,18
222,1.2928571701049805,6
223,0.5095238238573074,3
224,0.533333346247673,3
225,1.735714316368103,8
226,0.6166666746139526,3
227,2.019047662615776,9
228,0.9500000178813934,4
229,1.2714286148548126,8
230,3.1428571939468384,15
231,3.0452381670475006,17
232,1.4142857640981674,9
233,1.8547619581222534,10
234,1.659523844718933,8
235,0.533333346247673,3
236,0.5095238238573074,3
237,0.5095238238573074,3
238,0.36666667461395264,2
239,2.5404762625694275,15
240,0.36666667461395264,2
241,12.938095301389694,14
242,1.1166666895151138,5
243,1.3904762417078018,9
244,4.564285844564438,26
245,0.6523809731006622,4
246,1.3833333551883698,7
247,3.3285714834928513,15
248,7.780952498316765,31
249,2.1380952894687653,11
250,1.502380982041359,8
251,0.7595238238573074,4
252,1.3904762417078018,9
253,1.6976190954446793,10
254,0.36666667461395264,2
255,0.7333333492279053,4
256,1.1047619432210922,7
257,2.897619128227234,17
258,3.5071429312229156,19
259,0.5095238238573074,3
260,2.9714286774396896,19
261,0.9000000208616257,5
262,2.0452381372451782,9
263,0.6523809731006622,4
264,2.0071429163217545,12
265,1.6047619581222534,10
266,1.2690476477146149,7
267,1.2952381372451782,8
268,4.780952483415604,21
269,0.795238122344017,5
270,1.4119047969579697,8
271,2.6857143342494965,14
272,2.8547619581222534,11
273,2.957142934203148,15
274,4.192857280373573,26
275,0.6761904954910278,4
276,2.0071429163217545,11
277,0.5095238238573074,3
278,3.2214286774396896,19
279,1.485714316368103,7
280,1.8523809909820557,9
281,1.5571429133415222,10
282,0.5095238238573074,3
283,2.2285714745521545,12
284,1.688095286488533,10
285,0.36666667461395264,2
286,0.8190476447343826,5
287,0.36666667461395264,2
288,4.471428692340851,26
289,13.242857187986374,14
290,2.4333333671092987,10
291,1.1047619432210922,7
292,0.9380952715873718,6
293,0.9261904954910278,5
294,0.5095238238573074,3
295,1.235714316368103,7
296,1.1285714656114578,7
297,2.2928571701049805,10
298,0.9261904954910278,5
299,0.8166666775941849,4
300,0.7595238238573074,4
301,2.202380985021591,11
302,0.8190476447343826,5
303,0.36666667461395264,2
304,2.116666704416275,8
305,1.700000062584877,11
306,0.783333346247673,4
307,1.2690476477146149,7
308,12.04285717010498,9
309,0.36666667461395264,2
310,0.36666667461395264,2
311,0.6166666746139526,3
312,1.0095238387584686,6
313,2.1261905133724213,10
314,1.12619049847126,6
315,2.4333333671092987,10
316,3.616666793823242,23
317,1.8547619581222534,10
318,1.426190510392189,7
319,6.859524041414261,42
320,12.759523838758469,10
321,0.9619047939777374,6
322,0.6166666746139526,3
323,2.2238095849752426,12
324,1.2166666835546494,6
325,1.1500000208616257,5
326,0.9023809731006622,5
327,0.36666667461395264,2
328,0.8190476447343826,5
329,1.8928571790456772,10
330,2.152381032705307,14
331,2.7952381521463394,12
332,2.583333373069763,12
333,3.0166667103767395,12
334,0.36666667461395264,2
335,0.5095238238573074,3
336,1.4142857640981674,9
337,4.400000065565109,15
338,2.152381032705307,14
339,1.5523809790611267,8
340,3.280952498316765,21
341,5.045238181948662,17
342,3.0023810416460037,18
343,0.36666667461395264,2
344,0.36666667461395264,2
345,0.36666667461395264,2
346,13.961904838681221,20
347,1.1285714656114578,7
348,13.58095246553421,18
349,0.8190476447343826,5
350,0.6761904954910278,4
351,16.538095355033875,30
352,0.5095238238573074,3
353,1.6523810178041458,11
354,2.661904811859131,12
355,1.7595238387584686,8
356,0.9380952715873718,6
357,2.0547619611024857,11
358,2.347619116306305,14
359,1.2595238387584686,7
360,6.269047752022743,34
361,1.100000023841858,6
362,0.7333333492279053,4
363,2.6261905133724213,9
364,3.83095246553421,16
365,0.6166666746139526,3
366,2.350000023841858,10
367,0.36666667461395264,2
368,7.404762074351311,39
369,1.2452381253242493,7
370,0.9619047939777374,6
371,0.9595238268375397,5
372,1.2119047939777374,7
373,2.650000035762787,10
374,2.495238184928894,16
375,3.200000047683716,10
376,2.473809599876404,14
377,3.597619116306305,17
378,1.1285714656114578,7
379,3.750000074505806,20
380,1.0690476447343826,6
381,2.1761905550956726,14
382,0.6761904954910278,4
383,2.080952435731888,11
384,0.9380952715873718,6
385,0.5095238238573074,3
386,0.533333346247673,3
387,1.0166666805744171,5
388,0.36666667461395264,2
389,1.066666692495346,6
390,0.5095238238573074,3
391,0.9000000208616257,5
392,3.035714343190193,16
393,2.111904814839363,12
394,1.1285714656114578,7
395,4.87857149541378,23
396,0.985714316368103,6
397,0.9595238268375397,5
398,2.3166667073965073,10
399,1.3785714656114578,8
400,0.8190476447343826,5
401,0.795238122344017,5
402,0.6761904954910278,4
403,1.235714316368103,7
404,0.8190476447343826,5
405,0.5095238238573074,3
406,0.533333346247673,3
407,1.5809524357318878,10
408,0.783333346247673,4
409,0.9023809731006622,5
410,2.185714364051819,14
411,1.0928571671247482,5
412,16.52619056403637,24
413,0.6523809731006622,4
414,5.926190599799156,27
415,1.176190510392189,7
416,0.8190476447343826,5
417,1.2119047939777374,7
418,2.576190561056137,16
419,1.1047619432210922,7
420,0.9380952715873718,6
421,0.9000000208616257,5
422,2.1857143342494965,11
423,4.266666814684868,27
424,1.4666666835546494,7
425,1.1285714656114578,7
426,1.6047619581222534,10
427,2.400000035762787,9
428,2.8214286416769028,15
429,3.342857211828232,17
430,1.9809524416923523,12
431,1.3023809790611267,7
432,3.450000047683716,11
433,0.5095238238573074,3
434,1.1047619432210922,7
435,3.766666755080223,19
436,5.53571443259716,32
437,3.4357143938541412,21
438,3.7119048088788986,12
439,4.12857149541378,15
440,1.8261905163526535,10
441,0.36666667461395264,2
442,4.483333483338356,28
443,0.8761904984712601,5
444,2.1357143223285675,11
445,4.171428635716438,18
446,2.0571429282426834,13
